rows_total,date_min,date_max,cities,dupes_removed,price_per_ping_min,price_per_ping_p50,price_per_ping_p95,area_ping_min,area_ping_p95
240358,2011-01-27,2025-09-01,NewTaipei,1463,0.69,37.83,64.1,1.03,80.81149999999994
