city,district,usage,area_m2,area_ping,baseline_type,baseline_pp_ping,applied_risk_factor,est_total,est_range_lo,est_range_hi,cut_from,cut_to
NewTaipei,板橋區,住家用,33.0,9.98,adjusted_median,33.0,,328.0,295.0,360.0,2021-12-09,2023-12-09
